ticker,E_pos_mean,E_neg_mean,E_neu_mean,E_pos_std,E_neg_std,E_sentence_count,E_pos_neg_ratio,E_pillar_score,S_pos_mean,S_neg_mean,S_neu_mean,S_pos_std,S_neg_std,S_sentence_count,S_pos_neg_ratio,S_pillar_score,G_pos_mean,G_neg_mean,G_neu_mean,G_pos_std,G_neg_std,G_sentence_count,G_pos_neg_ratio,G_pillar_score,kw_carbon_emissions_freq,kw_carbon_emissions_present,kw_renewable_energy_freq,kw_renewable_energy_present,kw_climate_risk_freq,kw_climate_risk_present,kw_waste_water_freq,kw_waste_water_present,kw_diversity_freq,kw_diversity_present,kw_employee_welfare_freq,kw_employee_welfare_present,kw_human_rights_freq,kw_human_rights_present,kw_community_freq,kw_community_present,kw_board_governance_freq,kw_board_governance_present,kw_executive_pay_freq,kw_executive_pay_present,kw_ethics_compliance_freq,kw_ethics_compliance_present,kw_transparency_freq,kw_transparency_present,kw_regulatory_penalties_freq,kw_regulatory_penalties_present,kw_controversy_freq,kw_controversy_present,doc_length,num_sections,business_length,business_pct,risk_factors_length,risk_factors_pct,mda_length,mda_pct,E_coverage_pct,S_coverage_pct,G_coverage_pct,has_sustainability_mention,has_emissions_numbers,count_emissions_numbers,has_dollar_fines,count_dollar_fines,has_employee_numbers,count_employee_numbers,has_percent_renewable,count_percent_renewable,has_women_leadership,count_women_leadership,has_board_independence,count_board_independence,industry,environment_score,social_score,governance_score,total_score,total_grade
ADUS,0.0981523628450102,0.1777887195348739,0.7240589161713918,0.1894209999621063,0.1962362572760119,9.0,0.999999000001,56.88,0.2676049921102821,0.0816816196776926,0.6507133818417787,0.3017215700256516,0.2013330923513254,100,3.2857138163265978,69.06,0.166205804411541,0.2680844306836233,0.5657097666579134,0.2565200805283763,0.3563227647710292,68,0.4999999722222237,53.39,0.0,0,0.0,0,0.1388079176036201,1,0.027761583520724,1,0.1943310846450681,1,10.854779156603094,1,0.0,0,0.4997085033730323,1,0.0,0,0.1665695011243441,1,0.8883706726631687,1,1.2492712584325811,1,0.9438938397046168,1,0.6662780044973765,1,36021,3,8441,0.2343355264984314,13014,0.3612892479387024,14566,0.4043752255628661,0.0114100108270175,0.2868049193525999,0.0647122511868076,1,0,0,0,0,1,1,0,0,0,0,0,0,Health Care,210,215,218,643,B
ADV,0.0135910948738455,0.6650815680623055,0.3213273268193006,0.0027623692376464,0.2388467756993287,4.0,0.0,22.25,0.1402693753503263,0.3687061315588653,0.4910244937427342,0.2417442165399282,0.3868607040934523,100,0.3513513418553691,45.94,0.119452645943353,0.2506139961512465,0.629933353533086,0.1979827066621008,0.3301697524019772,95,0.3809523628117922,52.89,0.0,0,0.0734160487482563,1,0.0,0,0.0,0,1.3459608937180334,1,2.251425494946529,1,0.0,0,0.0489440324988375,1,0.2691921787436067,1,0.2691921787436067,1,0.6607444387343073,1,1.61515307246164,1,1.5662090399628024,1,0.464968308738957,1,40863,3,3538,0.0865819934904436,20953,0.5127621564740719,16372,0.4006558500354844,0.0043804909086459,0.1211609524508724,0.092039253114064,0,0,0,0,0,0,0,0,0,0,0,0,0,Media,515,269,328,1112,BBB
ADVM,0.0442415240686386,0.1447396393632516,0.8110188376158476,0.0527218342544405,0.3002133978490235,8.0,0.0,57.14,0.2122567058727145,0.1363432001322508,0.6514000966772437,0.2673839503472517,0.2520038646754463,100,1.5833332013889,63.57,0.1040650860313326,0.3458414560835808,0.5500934511423111,0.171201723991965,0.3597448227244099,100,0.189189184075968,46.16,0.0,0,0.0,0,0.0,0,0.1237273755656108,1,0.2651300904977375,1,5.620757918552036,1,0.0,0,0.0883766968325791,1,0.0883766968325791,1,0.1237273755656108,1,1.1312217194570138,1,0.7070135746606334,1,1.7145079185520362,1,0.6893382352941176,1,56576,3,19452,0.343820701357466,32816,0.5800339366515838,4308,0.0761453619909502,0.0045955882352941,0.2201286764705882,0.0983986142533936,1,0,0,0,0,1,3,0,0,0,0,0,0,Biotechnology,262,321,235,818,BB
AEE,0.2271141645871102,0.1246623141085729,0.6482235212065279,0.2901729011569619,0.2568138083178375,100.0,2.199999780000022,64.85,0.2494875375647098,0.2110167160490527,0.539495744034648,0.3211186184490701,0.3256183772080977,100,1.090909041322316,60.02,0.236357534987231,0.2255533951334655,0.5380890658125281,0.3030919987579695,0.3368339663736315,60,0.9999999285714336,58.61,1.6196422703159477,1,3.1453922351063333,1,0.3051499929580771,1,0.2112576874325148,1,1.29101920097648,1,3.5679076099713627,1,0.0,0,0.1877846110511243,1,0.2816769165766865,1,0.5633538331533731,1,0.8919769024928407,1,0.2112576874325148,1,0.8450307497300595,1,0.0,0,42602,3,8719,0.2046617529693441,10036,0.2355757945636355,23847,0.5597624524670203,0.3048917891178818,0.122975447162105,0.08727289798601,1,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,562,345,300,1207,A
AEHR,0.0390079786468829,0.2759849707196866,0.6850070580840111,0.0352303802580094,0.4017915993186141,7.0,0.0,48.43,0.1391331372782588,0.236617904363407,0.6242489595380094,0.2435923977583313,0.3554661580490812,45,0.5555554938271674,54.49,0.0920826600783545,0.2705166868096136,0.6374006500548642,0.1871679653346761,0.338005361106913,23,0.199999960000008,50.64,0.0,0,0.0,0,0.0,0,0.0,0,0.42779441422722,1,3.116787875084031,1,0.0,0,0.1222269754934914,1,0.0,0,0.0611134877467457,1,0.1833404632402371,1,0.3666809264804742,1,0.9778158039479312,1,0.0,0,16363,3,5719,0.3495080364236387,5412,0.3307461956853877,5232,0.3197457678909735,0.0139949886940047,0.0839699321640286,0.0553688198985516,1,0,0,0,0,0,0,0,0,0,0,0,0,Semiconductors,290,262,300,852,BB
AEI,0.1931941456949481,0.0155900407475061,0.7912158132172548,0.2463971811589182,0.007782007813971,26.0,4000000.0,70.75,0.1658062810171395,0.2289009863184765,0.6052927290834487,0.2532982161129315,0.3537600680733878,100,0.5652173667296797,55.92,0.1052158759722923,0.1702127743822833,0.7245713542043059,0.1826273709538022,0.285036153163101,81,0.4999999583333368,57.62,0.0,0,0.2305143351102146,1,0.0,0,0.0,0,2.017000432214378,1,3.284829275320559,1,0.0288142918887768,1,0.1152571675551073,1,0.3169572107765451,1,0.2593286269989915,1,0.7779858809969745,1,2.305143351102147,1,0.691543005330644,1,0.2017000432214378,1,34705,3,8858,0.2552369975507852,11951,0.3443596023627719,13896,0.4004034000864429,0.0199683042789223,0.1404984872496758,0.0946837631465206,1,0,0,0,0,1,1,0,0,0,0,0,0,Real Estate,520,207,210,937,BBB
AEIS,0.3523735553904805,0.0701947029908451,0.5774317385874829,0.3328673207583145,0.1962758276799043,53.0,5.666664777778407,72.77,0.2833314964082092,0.3370904347277246,0.3795780635438859,0.3291209391131026,0.4064110953630073,80,0.8518518203017844,53.01,0.2213297009778519,0.2100241721426654,0.5686461297381256,0.2961569391680265,0.3183111972484248,36,0.8888887901234679,59.09,0.2292105986980838,1,0.2292105986980838,1,0.0,0,0.0458421197396167,1,0.7334739158338681,1,4.309159255523976,1,0.0,0,0.1375263592188502,1,0.0458421197396167,1,0.2292105986980838,1,0.5959475566150179,1,0.4125790776565508,1,1.1918951132300355,1,0.0916842394792335,1,21814,3,5027,0.2304483359310534,9492,0.4351334005684423,7295,0.3344182635005042,0.087558448702668,0.1394058861281745,0.0671128632987989,1,0,0,0,0,1,1,0,0,0,0,0,0,Electrical Equipment,500,300,300,1100,BBB
AEP,0.1812622012550254,0.2374901452668659,0.5812476518887865,0.263542026694388,0.3488776079860253,92.0,0.7619047256235845,55.91,0.09141274057783,0.4571431577887113,0.451444117306936,0.1843742277785504,0.4219806745893938,41,0.1578947285318563,38.49,0.0245309251964696,0.4217764954963648,0.553692578262574,0.0158177286299704,0.4072402188567807,37,0.0,38.44,0.8330663248958667,1,2.6914450496635696,1,0.4485741749439282,1,0.3204101249599487,1,0.3844921499519385,1,2.3710349247036206,1,0.0,0,0.0,0,0.0640820249919897,1,1.089394424863826,1,0.9612303748798462,1,0.1281640499839794,1,1.473886574815764,1,0.3844921499519385,1,15605,3,6833,0.4378724767702659,8627,0.5528356296058955,145,0.0092918936238385,0.2047420698494072,0.1169496956103813,0.0824735661646908,1,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,500,300,300,1100,BBB
AERI,0.2243392034655525,0.0822852135946353,0.6933755910112744,0.2641901821480909,0.1676358946600433,21.0,3.999996000004,67.5,0.1960592341516167,0.0664488283358514,0.7374919347092509,0.2715015090245895,0.1577302387975331,100,3.399999320000136,67.54,0.1231913769431412,0.2138499780930578,0.66295864360407,0.2040402185642532,0.327294644902748,100,0.3809523628117922,55.41,0.1374087758404836,1,0.1526764176005374,1,0.0152676417600537,1,0.0763382088002687,1,0.6870438792024184,1,5.358942257778864,1,0.0,0,0.1832117011206449,1,0.1679440593605911,1,0.0763382088002687,1,0.6717762374423646,1,0.8549879385630095,1,1.2824819078445144,1,0.5496351033619347,1,65498,3,25511,0.389492808940731,29713,0.4536474396164768,10274,0.1568597514427921,0.0132217777642065,0.2185410241534092,0.0864911905707044,1,0,0,0,0,1,2,0,0,0,0,0,0,Pharmaceuticals,500,264,310,1074,BBB
AES,0.1155684200571255,0.4732439186859955,0.4111876581062345,0.2206688546506488,0.401610974827414,94.0,0.1568627420222992,38.28,0.105321030486375,0.4485351398028433,0.4461438324302434,0.2127741494459396,0.3681686733823545,50,0.1599999936000002,39.53,0.0565361810731701,0.2734304809710011,0.6700333373155445,0.0440727715963705,0.3296964314055239,16,0.0,49.21,2.706999527349289,1,4.039015167791002,1,0.2148412323293086,1,0.0859364929317234,1,2.1484123232930865,1,1.0312379151806814,1,0.0,0,0.0859364929317234,1,0.1289047393975851,1,0.2578094787951703,1,0.3867142181927555,1,0.1289047393975851,1,1.7616981051003309,1,0.0429682464658617,1,23273,3,33,0.0014179521333734,12652,0.5436342542860826,10588,0.454947793580544,0.1906930778154943,0.1219868517165814,0.0355777080737335,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,525,326,370,1221,A
AESE,0.0799963212172899,0.174617740857814,0.7453859150409698,0.0836318099021627,0.2928741673403176,7.0,0.0,56.45,0.1994483177381825,0.2832361651382532,0.5173155177743679,0.2677609946899961,0.3815451733276426,83,0.6521738846880919,53.57,0.1454660868160982,0.2270052433291922,0.6275286634466541,0.2226000241994835,0.3300868578799183,67,0.3749999765625014,55.34,0.0,0,0.0282917444689639,1,0.0,0,0.0,0,0.7072936117240989,1,1.7257964126068013,1,0.0,0,0.3677926780965314,1,0.4526679115034233,1,0.4243761670344593,1,0.3395009336275674,1,1.0185028008827026,1,0.9619193119447744,1,0.1131669778758558,1,35346,3,8076,0.2284841283313529,17316,0.4898998472245798,9954,0.2816160244440672,0.0134102868782889,0.0924574209245742,0.0703615684943133,0,0,0,0,0,1,2,0,0,0,0,0,0,Hotels Restaurants and Leisure,200,200,200,600,B
AEYE,0.0201738253235816,0.0528385415673255,0.926987648010254,0.0,0.0,1.0,0.0,62.27,0.1300133179341043,0.1968221362635848,0.6731645386843454,0.2049919420574185,0.2640364257999989,42,0.57142848979593,56.76,0.1754423467412827,0.1652969114098047,0.659260736127931,0.2327257811379583,0.285627890595692,63,0.7777776913580343,60.4,0.0,0,0.0,0,0.0,0,0.058230943923601,1,0.757002271006813,1,1.921621149478833,1,0.0,0,0.0,0,0.407616607465207,1,0.0,0,1.921621149478833,1,1.572235485937227,1,3.0862400279508533,1,0.291154719618005,1,17173,3,2176,0.1267105339777557,11144,0.6489256390846095,3853,0.2243638269376346,0.0043090898503464,0.1240319105572701,0.1781284574622954,0,0,0,0,0,1,2,0,0,0,0,0,0,Technology,235,301,308,844,BB
AFBI,0.1674743010662496,0.102101647760719,0.7304240688681602,0.1919379119802236,0.1220761566429142,4.0,1000000.0,64.22,0.1194539477753384,0.1448392006114306,0.7357068563493468,0.2118901357819854,0.2636155432566234,82,0.4166666319444473,59.77,0.0562643967242094,0.093198491995664,0.8505371087149047,0.0828418201203768,0.1868547388727147,57,0.2499999375000156,60.91,0.0,0,0.1079835864948527,1,0.0719890576632352,1,0.0,0,1.0798358649485278,1,1.2958030379382337,1,0.0,0,1.2958030379382337,1,0.4679288748110287,1,0.1799726441580879,1,0.4319343459794111,1,0.4679288748110287,1,0.2519617018213231,1,0.0,0,27782,3,18337,0.6600316751853719,15,0.0005399179324742,9430,0.3394284068821539,0.0035994528831617,0.1008206752573608,0.0853790223885969,1,0,0,0,0,1,1,0,0,0,0,0,0,Banking,200,207,200,607,B
AFCG,0.0693836582941003,0.4205240440787747,0.5100923189893365,0.1362635491527368,0.2892974116722001,16.0,0.199999960000008,40.09,0.1161026309151202,0.1219278580881655,0.7619695168174804,0.2061832705659232,0.2216579795552199,100,0.699999930000007,61.14,0.0582988690771162,0.0904195847082883,0.85128154553473,0.1027056624773477,0.1846025501604648,100,0.1428571224489825,61.16,0.0,0,0.0114194358798675,1,0.0,0,0.0114194358798675,1,1.9527235354573484,1,0.9021354345095352,1,0.0,0,0.0570971793993376,1,0.4453579993148338,1,1.7585931254996,1,0.5823912298732443,1,0.6509078451524495,1,1.0391686650679457,1,0.3083247687564234,1,87570,3,14051,0.1604544935480187,54333,0.6204522096608428,19186,0.2190932967911385,0.0058924289140116,0.1025579536370903,0.1451981272125157,1,0,0,0,0,0,0,0,0,0,0,0,0,Real Estate,255,204,226,685,B
AFIB,0.0315265629271214,0.4117662401192568,0.5567072013562376,0.0250385540393156,0.3624483315775349,11.0,0.0,39.34,0.1265374486055225,0.3368957816576585,0.536566766910255,0.2125098840463956,0.3871804182210729,100,0.3030302938475668,47.53,0.063747539743781,0.3974735712446272,0.5387788958847523,0.1161656289835022,0.3607029838001222,100,0.04878048661511,41.4,0.0,0,0.0,0,0.0,0,0.0505671953747872,1,0.3708260994151061,1,4.955585146729145,1,0.0,0,0.0168557317915957,1,0.2191245132907445,1,0.2022687814991488,1,1.2978913479528713,1,1.6687174473679771,1,2.2418123282822324,1,0.9270652485377652,1,59327,3,10767,0.1814856642001112,39106,0.6591602474421427,9454,0.159354088357746,0.009338075412544,0.1947679808518886,0.1067304937043841,1,0,0,0,0,1,2,0,0,0,0,0,0,Health Care,205,211,235,651,B
AFL,0.0465946686030788,0.3997578549791466,0.5536474876783111,0.0412426240491,0.3955641104690381,11.0,0.0,40.65,0.1425803642068058,0.2413728171959519,0.6160468110628426,0.2249705414926378,0.3496277365715243,100,0.3636363471074387,54.3,0.0679227707620996,0.2232063406815704,0.7088708879473882,0.1363034823626183,0.2942908945503084,78,0.1666666527777789,52.87,0.0,0,0.0712758374910905,1,0.2138275124732715,1,0.0,0,0.6414825374198146,1,7.51960085531005,1,0.0,0,0.0356379187455452,1,0.142551674982181,1,0.0712758374910905,1,0.5702066999287242,1,0.7483962936564504,1,1.4967925873129009,1,0.142551674982181,1,28060,3,6658,0.2372772630078403,12030,0.4287241625089095,9372,0.3339985744832501,0.0186742694226657,0.1811475409836065,0.1083392729864576,0,0,0,0,0,1,12,0,0,0,0,0,0,Insurance,454,300,235,989,BBB
AFRM,0.0453123669657442,0.186580809764564,0.7681068380673727,0.0282278029855264,0.2766506172418451,9.0,0.0,54.46,0.1785077894694711,0.271111931078332,0.5503802786140065,0.2871001866020353,0.3484685919036256,95,0.5769230547337286,53.63,0.1501879088301211,0.3525898632640019,0.4972222288511693,0.2761487155900566,0.3770482608588428,100,0.3421052541551249,47.34,0.0,0,0.0179788209489221,1,0.0,0,0.0,0,0.8270257636504198,1,1.690009169198684,1,0.0,0,0.0179788209489221,1,0.2337246723359882,1,0.1438305675913773,1,1.0068139731396415,1,1.276496287373474,1,2.0495855881771274,1,0.8629834055482641,1,55621,3,8754,0.1573865985868646,30375,0.5461066863235109,16492,0.2965067150896244,0.008773664623074,0.0889771848762158,0.1208895920605526,0,0,0,0,0,1,3,0,0,0,0,0,0,Technology,225,335,335,895,BB
AGEN,0.0193764829697708,0.4773783969382445,0.5032451512912909,0.0049243615893502,0.3850859307555271,6.0,0.0,34.65,0.2525980943720787,0.2499032229976728,0.4974986815266311,0.3069279795958682,0.3535097066230183,100,0.7857142576530622,57.6,0.0855368348676711,0.3804152243724092,0.5340479357726872,0.1527645047987428,0.3719018996920016,100,0.1219512165377752,43.27,0.0,0,0.0,0,0.0,0,0.0171268068781256,1,0.3596629444406385,1,3.750770706309516,1,0.0,0,0.0513804206343769,1,0.2055216825375077,1,0.1027608412687538,1,0.9077207645406592,1,0.5994382407343974,1,1.3358909364938,1,0.6336918544906487,1,58388,3,7522,0.128827841337261,45134,0.7730013016373227,5732,0.0981708570254161,0.0031855860793313,0.1798657258340755,0.0608172912242241,0,0,0,0,0,0,0,0,0,0,0,0,0,Biotechnology,290,245,300,835,BB
AGFS,0.3746516394242644,0.1587800013460218,0.4665683609247207,0.3553555889346545,0.2874565415561414,50.0,2.624999671875041,67.79,0.2634087696357013,0.3182865685190666,0.418304656934622,0.3423900011790848,0.3835768406413907,77,0.8518518203017844,53.53,0.077156119287396,0.2377247537175814,0.6851191211205262,0.1549944319681042,0.3294202285400648,39,0.2499999687500039,52.25,0.1602692523439378,1,0.3606058177738601,1,0.0,0,1.0016828271496114,1,0.4006731308598445,1,2.3639714720730827,1,0.0,0,0.0,0,0.6410770093757513,1,0.1202019392579533,1,0.4808077570318134,1,1.242086705665518,1,1.0818174533215803,1,0.1202019392579533,1,24958,3,6448,0.2583540347784278,11910,0.4772016988540748,6600,0.2644442663674974,0.0713198172930523,0.134065229585704,0.0719208269893421,1,1,2,0,0,1,2,0,0,0,0,0,0,Chemicals,500,301,275,1076,BBB
AGFY,0.1380554105465611,0.031375831090069,0.8305687618752321,0.1409510423171216,0.0999364114127777,48.0,1.999998000002,67.79,0.2294356183474883,0.2336293067876249,0.5369350754655897,0.3200658283908706,0.3446568957968431,100,0.9999999523809546,57.84,0.1418255635814622,0.2262278211134624,0.6319466153397522,0.2618006329949671,0.3304236245321205,94,0.5714285442176883,55.26,0.2733858841755137,1,0.0455643140292522,1,0.0,0,0.0,0,0.774593338497289,1,2.0959584453456053,1,0.0,0,0.0227821570146261,1,0.1366929420877568,1,0.318950198204766,1,0.5012074543217753,1,1.480840205950699,1,1.1846721647605594,1,0.1366929420877568,1,43894,3,9988,0.2275481842620859,24648,0.5615346060965052,9258,0.2109172096414088,0.032965781200164,0.1078507313072401,0.1006971340046475,1,0,0,0,0,1,4,0,0,0,0,0,0,Machinery,540,361,305,1206,A
AGIL,0.0760746886953711,0.3727570031769573,0.5511682629585266,0.0535806419592039,0.3685290431475543,4.0,0.0,43.43,0.2249646210903302,0.3294709414476529,0.4455644431710243,0.2934732755908115,0.3995077522975763,100,0.5714285551020413,51.46,0.1016002354770898,0.3891303153755143,0.5092694507911801,0.2085490166703972,0.3579103165565424,100,0.2499999930555557,43.26,0.0,0,0.0375953983232452,1,0.0,0,0.0,0,1.1090642505357344,1,5.000187976991617,1,0.0,0,0.0563930974848678,1,0.4135493815556976,1,0.1315838941313583,1,0.6203240723335464,1,1.0526711530508666,1,1.5790067295763,1,0.2819654874243392,1,53198,3,5543,0.1041956464528741,35494,0.6672055340426332,12161,0.2285988195044926,0.0046430316929207,0.2008158201436144,0.1123538478890183,0,0,0,0,0,1,10,0,0,0,0,0,0,Technology,340,299,305,944,BBB
AGIO,0.035301886498928,0.241147362277843,0.7235507667064667,0.021691167472675,0.3075226260008297,8.0,0.0,50.56,0.2010589698702097,0.107994123250246,0.6909469082020223,0.2575539864019691,0.2178041203004258,100,1.9999997500000315,65.02,0.1202450896028515,0.299109885680251,0.5806450229787896,0.22373589005852,0.3477130108623498,86,0.26923075887574,49.77,0.0,0,0.0,0,0.0,0,0.0567880669342015,1,0.378587112894677,1,5.508442492617552,1,0.0,0,0.0946467782236692,1,0.2271522677368062,1,0.0567880669342015,1,0.8707503596577573,1,0.6057393806314832,1,1.8929355644733847,1,1.1925494056182329,1,52828,3,21726,0.4112591807374877,22999,0.4353562504732339,8103,0.1533845687892784,0.0065495570530779,0.2693647308245627,0.0940978269099719,0,0,0,0,0,1,1,0,0,0,0,0,0,Biotechnology,520,303,325,1148,BBB
AGLE,0.0447423534467816,0.1724764984101057,0.7827811650931835,0.0429725385065809,0.2745866144412389,10.0,0.0,55.36,0.1782522534672171,0.169264481277205,0.6524832616001368,0.2577910561031079,0.282483003744745,100,0.9333332711111152,60.24,0.1042177512776106,0.3613853063061833,0.534396947287023,0.1729528993122026,0.3824394837867453,100,0.1999999950000001,45.16,0.0,0,0.0,0,0.0,0,0.0829159895194189,1,0.3150807601737919,1,4.311631455009784,1,0.0,0,0.0663327916155351,1,0.1658319790388378,1,0.0829159895194189,1,0.845743093098073,1,1.1110742595602137,1,1.3764054260223542,1,0.6633279161553514,1,60302,3,16693,0.276823322609532,37766,0.626281052038075,5843,0.0968956253523929,0.0045769626214719,0.1594640310437464,0.0702464263208517,1,0,0,0,0,1,3,0,0,0,0,0,0,Biotechnology,205,223,200,628,B
AGNC,0.0406214976683259,0.2469336497597396,0.7124448418617249,0.0293678490418515,0.1395745387124421,4.0,0.0,50.37,0.2540835293234679,0.1650723923029827,0.5808440865627651,0.2861027547201513,0.3140823471591729,58,1.5555553827160686,63.16,0.0980850958132318,0.1674283282033034,0.7344865740409919,0.14824420666229,0.2576555415657545,35,0.4999998750000312,57.55,0.0,0,0.0,0,0.1138822457578863,1,0.0,0,1.1957635804578066,1,3.815055232889193,1,0.0,0,0.1708233686368295,1,0.4555289830315454,1,0.3985878601526021,1,0.8541168431841476,1,0.2847056143947158,1,1.309645826215693,1,0.0,0,17562,3,1742,0.099191436055119,14384,0.8190411114907186,1436,0.0817674524541623,0.0145769274570094,0.1022093155677029,0.0879170937250882,0,0,0,0,0,1,2,0,0,0,0,0,0,Real Estate,382,242,305,929,BBB
AGRI,0.3178906730291518,0.0322427600692731,0.6498665719885718,0.2793906556520845,0.1130118249193472,66.0,8.99999550000225,74.03,0.2358981675829794,0.171161415215248,0.5929404209409632,0.2897238974608758,0.3045553506658158,67,1.3636362396694328,62.13,0.0906356408205979,0.2713621739553762,0.6380021852240259,0.1775401993522494,0.3315164494330013,51,0.1428571326530619,50.53,0.086475268073331,1,0.2161881701833276,1,0.0,0,0.086475268073331,1,0.9079903147699758,1,1.340366655136631,1,0.0,0,0.0,0,0.172950536146662,1,0.1297129021099965,1,0.2594258042199931,1,0.9079903147699758,1,1.599792459356624,1,0.0,0,23128,3,8365,0.361682808716707,9034,0.3906087858872362,5729,0.2477084053960567,0.0701314424074714,0.0908855067450709,0.0771791767554479,1,0,0,0,0,1,3,0,0,0,0,0,0,Food Products,510,248,305,1063,BBB
AGRX,0.0144767820214231,0.8847299218177795,0.1007933169603347,0.0039476040075603,0.0741706177634247,3.0,0.0,8.0,0.1412372887972742,0.2441284066764638,0.6146342982910573,0.2317618386874584,0.3342806853655531,100,0.5217391077504736,54.07,0.1547173669604563,0.2394839914558434,0.6057986379440489,0.2519045503286142,0.2951520882923522,87,0.4999999750000012,54.85,0.0,0,0.0,0,0.0,0,0.0,0,0.6323777403035413,1,5.527449878208731,1,0.0,0,0.02342139778902,1,0.1873711823121603,1,0.0936855911560801,1,1.3818624695521828,1,1.3818624695521828,1,1.826869027543564,1,1.0773842982949222,1,42696,3,20048,0.4695521828742739,13154,0.3080850665167697,9494,0.2223627506089563,0.0020142402098557,0.2165542439572793,0.0933342701892449,0,0,0,0,0,1,1,0,0,0,0,0,0,Pharmaceuticals,240,203,260,703,B
AGTC,0.0987436024006456,0.392768396763131,0.5084880071226507,0.1870713269968384,0.4013600039121754,8.0,0.3333332222222592,42.93,0.2845090667251497,0.0943884017923846,0.6211025248467922,0.3255358619410775,0.2200094130594803,100,3.499999562500055,68.82,0.113619714358507,0.2850837020517944,0.6012965807473505,0.2075280471654829,0.3442837987237969,77,0.3333333174603182,50.45,0.0,0,0.0311521627388981,1,0.0,0,0.0467282441083472,1,0.4517063597140231,1,3.9874768305789625,1,0.0,0,0.1401847323250416,1,0.0623043254777962,1,0.1246086509555925,1,0.4672824410834722,1,0.4517063597140231,1,1.230510428186477,1,0.638619336147412,1,64201,3,23914,0.3724864098690051,31176,0.4855999127739443,9111,0.1419136773570505,0.0033332814130621,0.1827074344636376,0.0517904705534181,0,0,0,0,0,1,1,0,0,0,0,0,0,Biotechnology,235,323,305,863,BB
AGYS,0.0919545549633247,0.2819676467084459,0.6260778049805334,0.0880062457557183,0.4222199333619524,7.0,0.0,49.89,0.2882128179169677,0.2487398043339108,0.4630473791782198,0.3367198693880167,0.3616756191182679,58,1.1428570612244957,58.92,0.2554037962690927,0.162222196086077,0.5823740182095207,0.3502890157460855,0.2688901059657374,32,2.666665777778074,63.39,0.0,0,0.1744997673336435,1,0.0,0,0.0,0,0.0581665891112145,1,4.0134946486738015,1,0.0,0,0.0,0,0.0,0,0.232666356444858,1,0.116333178222429,1,0.5234993020009306,1,1.6286644951140066,1,0.232666356444858,1,17192,3,5271,0.3065960912052117,5279,0.3070614239181014,6642,0.3863424848766868,0.0154141461144718,0.1167403443462075,0.0666589111214518,1,0,0,0,0,1,2,0,0,0,0,0,0,Technology,500,303,300,1103,BBB
AHCO,0.2686808579601347,0.3146467159756205,0.4166724264452403,0.3880690892517449,0.312805418886457,22.0,0.9999998333333612,53.95,0.215841011358425,0.1133730813814327,0.6707859081402421,0.2786627288527773,0.2324308084753594,100,1.899999810000019,65.19,0.0986171408439986,0.3598382403239763,0.5415446154074743,0.1836476302241341,0.357560116558694,96,0.1818181763085401,45.06,0.0,0,0.4646516274423251,1,0.0,0,0.0696977441163487,1,1.3939548823269754,1,22.32651069860372,1,0.0,0,0.0,0,0.1161629068605812,1,0.0464651627442325,1,0.7899077666519527,1,1.4868852078154402,1,1.9283042538856492,1,1.0222335803731153,1,43043,3,6562,0.1524521989638268,21593,0.5016611295681063,14888,0.3458866714680668,0.0168900866575285,0.5314452988871593,0.1055456171735241,0,0,0,0,0,1,1,0,0,0,0,0,0,Health Care,210,211,235,656,B
AHPI,0.1161721343031296,0.0970395778377468,0.7867883015424013,0.2354460161216302,0.2524975430465962,13.0,0.999999000001,62.76,0.1644842879403932,0.3397480608803815,0.4957676507899018,0.2894150799810573,0.3959113273855211,61,0.4285714081632663,48.67,0.1023569076455065,0.1701946763676546,0.7274484206878004,0.1724452885628208,0.2949023666337358,21,0.2499999375000156,57.52,0.4502476361999099,1,0.0750412726999849,1,0.0,0,0.1500825453999699,1,0.0,0,5.027765270898994,1,0.0,0,0.1500825453999699,1,0.0750412726999849,1,0.0,0,0.6003301815998799,1,0.1500825453999699,1,1.1256190904997747,1,0.0,0,13326,3,3920,0.2941617889839412,3480,0.2611436289959478,5926,0.4446945820201111,0.0261894041722947,0.1174395917754765,0.0434488968932913,1,0,0,0,0,1,2,0,0,0,0,0,0,Health Care,210,228,325,763,BB
AIG,0.1159823300875723,0.3269111752137542,0.5571064906567336,0.1896007134381736,0.3558425829098789,100.0,0.189189184075968,47.81,0.0588390614371746,0.4239120389614254,0.5172489016130567,0.1178344428007087,0.3777823018755372,100,0.0425531905839746,39.51,0.0782014201022684,0.218963523209095,0.7028350570984184,0.120445726786219,0.3175710289259986,100,0.1904761814058961,53.5,0.0685103564822215,1,0.159857498458517,1,0.8601855869434486,1,0.0152245236627159,1,1.3245335586562834,1,3.0525169943745385,1,0.0,0,0.0380613091567897,1,0.1065716656390113,1,0.0304490473254318,1,0.7307771358103633,1,1.1799005838604826,1,1.1951251075231986,1,0.4034498770619714,1,131367,3,19828,0.1509359275921654,73094,0.5564106663012781,38445,0.2926534061065564,0.0453005701584111,0.1413368654228231,0.1209892895476032,1,0,0,0,0,1,2,0,0,0,0,0,0,Insurance,518,323,310,1151,BBB
